source_id	ONCacs	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	Vis	F435W	e_F435W	f_F435W	F555W	e_F555W	f_F555W	F658N	e_F658N	f_F658N	F775W	e_F775W	f_F775W	F850LP	e_F850LP	f_F850LP	type	Obs
4505	4505	83.819742	-5.338889	2	0	05 35 16.738	-05 20 20.00	3A	22.0974	0.0744	1	20.4198	0.0797	1	18.3285	0.1284	1	17.216	0.0077	2	15.9376	0.0067	2	1	2005-04-10T20:21:42
4505	4505	83.819742	-5.338889	2	0	05 35 16.738	-05 20 20.00	3B	21.3386	0.1095	1	20.1206	0.0611	1	18.2407	0.1219	1	17.1331	0.0074	2	15.9076	0.0056	2	1	2005-04-09T14:39:33
4507	4507	83.819754	-5.477	3	0	05 35 16.741	-05 28 37.20	1B	       	25.32	0	22.7329	0.0375	1	       	21.592	0	20.3062	0.015	1	17.2388	0.0037	1	1	2005-04-10T00:07:00
4507	4507	83.819758	-5.476983	3	0	05 35 16.742	-05 28 37.14	26	       	25.2328	4	       	24.8921	4	       	21.654	4	19.4129	0.0123	1	17.1858	0.004	1	1	2004-10-27T21:09:44
4507	4507	83.819758	-5.476983	3	0	05 35 16.742	-05 28 37.14	27	       	25.2916	4	       	24.8458	4	       	21.4687	4	20.219	0.0144	1	17.1726	0.0037	1	1	2004-10-25T19:34:00
4510	4510	83.819775	-5.490597	3	1	05 35 16.746	-05 29 26.15	25	       	25.5249	0	       	25.3925	4	       	21.6654	0	23.4438	0.06	1	21.4204	0.0431	1	1	2004-10-25T14:08:34
4510	4510	83.819775	-5.490597	3	1	05 35 16.746	-05 29 26.15	26	       	25.3229	0	       	25.2359	4	       	21.7533	0	23.3913	0.0576	1	21.0961	0.0325	1	1	2004-10-27T21:09:44
4510	4510	83.819775	-5.490597	3	1	05 35 16.746	-05 29 26.15	27	       	25.3832	0	       	25.1109	4	       	21.8635	0	23.1308	0.0486	1	21.4891	0.0278	1	1	2004-10-25T19:34:00
4513	4513	83.819829	-5.287983	4	0	05 35 16.759	-05 17 16.74	3A	23.0744	0.11	1	21.3725	0.0286	1	19.0035	0.0209	1	16.9926	0.0024	2	15.7578	0.0033	2	3	2005-04-10T20:21:42
4513	4513	83.819829	-5.287983	4	0	05 35 16.759	-05 17 16.74	3B	23.6431	0.1756	1	21.3582	0.0272	1	19.1282	0.0226	1	17.2538	0.0022	2	15.6959	0.0011	2	3	2005-04-09T14:39:33
4513	4513	83.819837	-5.287992	4	0	05 35 16.761	-05 17 16.77	48	23.0936	0.1073	1	21.1542	0.0244	1	18.8554	0.0214	1	17.0376	0.0021	2	15.3933	0.0028	2	3	2005-04-16T10:42:51
4513	4513	83.819837	-5.287992	4	0	05 35 16.761	-05 17 16.77	49	23.3228	0.1376	1	21.2655	0.0253	1	19.5065	0.034	1	17.1637	0.0022	2	15.4405	0.0028	2	3	2005-04-11T08:14:48
4513	4517	83.819933	-5.287975	4	0	05 35 16.784	-05 17 16.71	3A	       	25.0816	4	23.3785	0.0492	1	19.1994	0.0352	1	17.0154	0.0025	2	15.5074	0.0027	2	3	2005-04-10T20:21:42
4513	4517	83.819933	-5.287975	4	0	05 35 16.784	-05 17 16.71	3B	24.6282	0.1536	1	22.8396	0.0315	1	19.5402	0.0305	1	17.0384	0.0025	2	15.5517	0.0025	2	3	2005-04-09T14:39:33
4513	4517	83.819933	-5.287975	4	0	05 35 16.784	-05 17 16.71	48	       	25.4639	0	22.8439	0.0332	1	19.2367	0.0316	1	16.879	0.0025	2	15.4042	0.0028	2	3	2005-04-16T10:42:51
4513	4517	83.819933	-5.287975	4	0	05 35 16.784	-05 17 16.71	49	       	25.4317	0	22.8489	0.0398	1	19.003	0.028	1	16.9411	0.0026	2	15.4606	0.0028	2	3	2005-04-11T08:14:48
4521	4521	83.81995	-5.246483	2	0	05 35 16.788	-05 14 47.34	48	       	25.8558	4	23.7624	0.1704	1	20.3893	0.1613	1	19.009	0.0049	1	17.279	0.0033	1	1	2005-04-16T10:42:51
4521	4521	83.81995	-5.246483	2	0	05 35 16.788	-05 14 47.34	49	       	25.8504	4	24.4255	0.0754	1	21.2631	0.0848	1	19.4219	0.0121	1	17.3605	0.0035	1	1	2005-04-11T08:14:48
4523	4523	83.819954	-5.281464	2	0	05 35 16.789	-05 16 53.27	48	21.6564	0.0272	1	19.9132	0.0122	1	17.6765	0.0164	1	16.2137	0.002	2	15.0516	0.0021	2	1	2005-04-16T10:42:51
4523	4523	83.819954	-5.281464	2	0	05 35 16.789	-05 16 53.27	49	21.9418	0.0229	1	20.0237	0.0123	1	18.1355	0.0172	1	16.2211	0.0021	2	15.1092	0.0021	2	1	2005-04-11T08:14:48
4525	4525	83.820021	-5.408919	2	0	05 35 16.805	-05 24 32.11	0A	       	23.292	0	       	22.344	4	       	18.4345	0	20.0967	0.1768	1	18.3051	0.0976	1	1	2005-04-06T06:40:56
4525	4525	83.820021	-5.408919	2	0	05 35 16.805	-05 24 32.11	0B	       	23.3094	0	       	22.3712	4	       	18.4386	0	20.0024	0.1563	1	18.2529	0.0809	1	1	2005-04-07T02:48:40
4527	4527	83.820067	-5.316967	2	0	05 35 16.816	-05 19 01.08	3A	       	25.0608	4	       	24.6895	0	       	21.3966	0	20.5976	0.0167	1	18.5165	0.0097	1	1	2005-04-10T20:21:42
4527	4527	83.820067	-5.316967	2	0	05 35 16.816	-05 19 01.08	3B	       	25.1429	4	       	24.6547	0	       	21.5052	0	19.922	0.0158	1	18.1889	0.0069	1	1	2005-04-09T14:39:33
4529	4529	83.820071	-5.654694	2	0	05 35 16.817	-05 39 16.90	68	21.2031	0.0111	1	16.7723	       	3	17.507	0.0097	1	15.0664	       	3	14.8606	0.0021	2	1	2004-11-07T12:56:53
4529	4529	83.820071	-5.654694	2	0	05 35 16.817	-05 39 16.90	69	21.1938	0.0115	1	16.6603	       	3	17.5398	0.0097	1	15.0224	       	3	14.8613	0.0022	2	1	2004-11-07T02:51:09
4531	4531	83.819163	-5.546667	2	1	05 35 16.599	-05 32 48.00	77	16.5049	0.0008	2	15.2453	       	3	13.632	0.0012	2	14.0777	       	3	13.1999	       	3	1	2005-04-12T04:21:10
4531	4531	83.819163	-5.546667	2	1	05 35 16.599	-05 32 48.00	78	16.5842	0.0009	2	15.3589	       	3	13.7059	0.0012	2	14.121	       	3	13.1975	       	3	1	2005-04-12T06:00:16
4533	4533	83.820158	-5.37625	4	0	05 35 16.838	-05 22 34.50	9	19.7773	0.0511	1	18.0889	0.0468	1	14.1527	0.0302	1	18.1342	0.0328	1	17.365	0.0375	1	6	2005-04-06T04:26:25
4533	4533	83.820158	-5.37625	4	0	05 35 16.838	-05 22 34.50	56	20.0632	0.0559	1	17.9248	0.0432	1	14.1174	0.0364	1	18.0263	0.0317	1	17.7314	0.0523	1	6	2004-10-12T12:37:52
4533	4533	83.820158	-5.37625	4	0	05 35 16.838	-05 22 34.50	57	19.7659	0.055	1	17.999	0.0452	1	14.1693	0.0374	1	18.1357	0.0343	1	17.3249	0.0463	1	6	2004-10-30T18:55:31
4533	4533	83.820158	-5.37625	4	0	05 35 16.838	-05 22 34.50	0A	19.7922	0.0522	1	18.0943	0.0471	1	14.1447	0.036	1	18.1253	0.0329	1	17.5536	0.0428	1	6	2005-04-06T06:40:56
4537	4537	83.820162	-5.3906	5	0	05 35 16.839	-05 23 26.16	0B	15.5271	0.0183	2	14.1815	       	3	11.0956	       	3	14.0719	       	3	13.7029	0.0076	2	6	2005-04-07T02:48:40
4537	4537	83.820154	-5.390622	5	0	05 35 16.837	-05 23 26.24	57	       	21.2805	0	       	21.134	0	11.174	       	3	13.5766	       	3	13.4426	       	3	6	2004-10-30T18:55:31
4537	4537	83.820162	-5.3906	5	0	05 35 16.839	-05 23 26.16	9	15.5243	       	3	14.2333	       	3	10.9796	       	3	14.1032	       	3	13.5531	       	3	6	2005-04-06T04:26:25
4537	4537	83.820162	-5.3906	5	0	05 35 16.839	-05 23 26.16	0A	       	21.2805	0	       	21.134	0	11.0751	       	3	13.7393	       	3	13.1083	       	3	6	2005-04-06T06:40:56
4537	4537	83.820154	-5.390622	5	0	05 35 16.837	-05 23 26.24	56	14.2724	       	3	14.7825	       	3	10.9447	       	3	13.7715	       	3	13.6701	0.0082	2	6	2004-10-12T12:37:52
4542	4542	83.820246	-5.385278	4	0	05 35 16.859	-05 23 07.00	9	21.3827	0.0698	1	       	21.4927	0	       	18.3824	4	16.7876	0.0085	2	15.6256	0.0062	2	1	2005-04-06T04:26:25
4542	4542	83.820246	-5.385278	4	0	05 35 16.859	-05 23 07.00	0A	       	21.9813	4	       	21.5141	0	       	18.3273	4	16.8572	0.0099	2	15.6676	0.0061	2	1	2005-04-06T06:40:56
4542	4542	83.820254	-5.385269	4	0	05 35 16.861	-05 23 06.97	56	       	23.0688	0	20.7486	0.3138	1	       	18.3042	4	16.8865	0.0087	2	15.674	0.0059	2	1	2004-10-12T12:37:52
4542	4542	83.820254	-5.385269	4	0	05 35 16.861	-05 23 06.97	57	22.5081	0.0996	1	21.0635	0.0983	1	       	18.3035	4	16.923	0.0087	2	15.7092	0.0062	2	1	2004-10-30T18:55:31
4546	4546	83.820342	-5.393881	4	0	05 35 16.882	-05 23 37.97	57	20.7882	0.0434	1	19.418	0.029	1	15.4731	0.0225	1	18.7917	0.0193	1	18.1633	0.0731	1	6	2004-10-30T18:55:31
4546	4546	83.820342	-5.393881	4	0	05 35 16.882	-05 23 37.97	9	20.0054	0.0654	1	18.866	0.0677	1	14.9384	0.0401	1	18.0908	0.0277	1	17.9513	0.056	1	6	2005-04-06T04:26:25
4546	4546	83.820342	-5.393881	4	0	05 35 16.882	-05 23 37.97	0B	20.4673	0.0908	1	19.1406	0.0859	1	15.0872	0.0478	1	18.3092	0.0328	1	18.5129	0.1043	1	6	2005-04-07T02:48:40
4546	4546	83.820342	-5.393881	4	0	05 35 16.882	-05 23 37.97	56	20.7404	0.1452	1	19.019	0.0681	1	15.0373	0.0467	1	18.1393	0.0275	1	17.8893	0.0607	1	6	2004-10-12T12:37:52
4550	4550	83.82035	-5.252522	2	0	05 35 16.884	-05 15 09.08	48	       	25.8303	0	       	25.6109	4	       	22.2296	0	22.72	0.0364	1	19.8631	0.0162	1	1	2005-04-16T10:42:51
4550	4550	83.82035	-5.252522	2	0	05 35 16.884	-05 15 09.08	49	       	25.6951	0	       	25.6804	4	       	22.3369	0	23.1163	0.0459	1	19.9965	0.0181	1	1	2005-04-11T08:14:48
4552	4552	83.819825	-5.391089	5	0	05 35 16.758	-05 23 27.92	9	17.5087	0.0331	2	15.9239	0.018	2	12.503	0.0109	2	15.0127	       	3	14.2723	0.0062	2	6	2005-04-06T04:26:25
4552	4552	83.819825	-5.391089	5	0	05 35 16.758	-05 23 27.92	0A	17.7446	0.0394	2	15.9837	0.0196	2	12.5384	0.0117	2	15.0327	       	3	14.3362	0.0063	2	6	2005-04-06T06:40:56
4552	4552	83.819825	-5.391089	5	0	05 35 16.758	-05 23 27.92	0B	17.7493	0.0411	2	16.0253	0.0196	2	12.5862	0.0119	2	15.0314	       	3	14.3414	0.0067	2	6	2005-04-07T02:48:40
4552	4552	83.819837	-5.391094	5	0	05 35 16.761	-05 23 27.94	56	17.3546	0.0391	2	15.9542	0.0238	2	12.5529	0.0118	2	14.9924	       	3	14.167	       	3	6	2004-10-12T12:37:52
4552	4552	83.819837	-5.391094	5	0	05 35 16.761	-05 23 27.94	57	16.6876	0.1316	2	15.9323	0.0273	2	12.6211	0.0121	2	14.9054	       	3	14.1417	       	3	6	2004-10-30T18:55:31
4557	4557	83.820338	-5.372864	2	0	05 35 16.881	-05 22 22.31	56	16.6156	0.0021	2	15.2244	       	3	13.4288	0.0083	2	13.9978	       	3	13.019	       	3	1	2004-10-12T12:37:52
4557	4557	83.820338	-5.372864	2	0	05 35 16.881	-05 22 22.31	57	16.7087	0.0024	2	15.3295	       	3	13.5381	0.009	2	13.9978	       	3	13.0567	       	3	1	2004-10-30T18:55:31
4559	4559	83.820392	-5.381925	4	0	05 35 16.894	-05 22 54.93	56	       	23.5541	0	       	22.0977	0	       	18.6953	0	19.6032	0.1093	1	17.5982	0.0475	1	1	2004-10-12T12:37:52
4559	4559	83.820392	-5.381925	4	0	05 35 16.894	-05 22 54.93	57	       	23.3716	0	       	21.3443	0	       	17.9346	0	20.0977	0.0496	1	17.6419	0.0386	1	1	2004-10-30T18:55:31
4559	4559	83.820392	-5.381925	4	0	05 35 16.894	-05 22 54.93	9	       	23.6243	0	       	22.316	0	       	18.8322	0	19.5118	0.0997	1	17.6095	0.0318	1	1	2005-04-06T04:26:25
4559	4559	83.820392	-5.381925	4	0	05 35 16.894	-05 22 54.93	0A	       	23.1921	0	       	22.4496	0	       	18.8059	0	19.6442	0.1039	1	17.5355	0.0361	1	1	2005-04-06T06:40:56
4563	4563	83.820425	-5.284142	2	0	05 35 16.902	-05 17 02.91	48	       	25.3744	4	22.1435	0.0288	1	18.9688	0.0268	1	17.5432	0.0029	2	15.9185	0.0025	2	1	2005-04-16T10:42:51
4563	4563	83.820425	-5.284142	2	0	05 35 16.902	-05 17 02.91	49	       	25.2651	4	22.5058	0.0275	1	19.4949	0.0317	1	18.0304	0.0105	1	15.9986	0.0025	2	1	2005-04-11T08:14:48
4565	4565	83.820462	-5.452431	2	1	05 35 16.911	-05 27 08.75	19	       	24.9226	0	22.726	0.0472	1	19.698	0.0788	1	18.6042	0.0111	1	15.9277	0.0027	2	1	2005-04-09T06:01:30
4565	4565	83.820462	-5.452431	2	1	05 35 16.911	-05 27 08.75	1A	       	25.0758	0	23.1191	0.0616	1	18.8954	0.0548	1	17.9182	0.0039	1	16.0494	0.0027	2	1	2005-04-09T08:15:41
4537	4567	83.820125	-5.390533	5	0	05 35 16.830	-05 23 25.92	9	14.8509	       	3	14.0372	       	3	11.1504	       	3	13.8535	       	3	13.4214	       	3	6	2005-04-06T04:26:25
4537	4567	83.820113	-5.390544	5	0	05 35 16.827	-05 23 25.96	56	15.8623	       	3	       	21.134	0	11.0882	       	3	13.602	       	3	13.3092	       	3	6	2004-10-12T12:37:52
4537	4567	83.820113	-5.390544	5	0	05 35 16.827	-05 23 25.96	57	       	21.2805	0	       	21.134	0	11.1317	       	3	14.7188	       	3	14.3719	       	3	6	2004-10-30T18:55:31
4537	4567	83.820125	-5.390533	5	0	05 35 16.830	-05 23 25.92	0A	       	21.2805	0	15.1404	       	3	11.0515	       	3	       	20.682	0	12.9475	       	3	6	2005-04-06T06:40:56
4537	4567	83.820125	-5.390533	5	0	05 35 16.830	-05 23 25.92	0B	14.8018	       	3	14.2075	       	3	11.1029	       	3	14.0012	       	3	13.3318	       	3	6	2005-04-07T02:48:40
4572	4572	83.820517	-5.369364	2	0	05 35 16.924	-05 22 09.71	56	       	23.1824	4	       	22.4178	4	       	18.5064	4	18.6967	0.0161	1	16.676	0.0132	1	1	2004-10-12T12:37:52
4572	4572	83.820517	-5.369364	2	0	05 35 16.924	-05 22 09.71	57	20.657	0.0694	1	       	22.4122	4	       	18.5591	4	18.651	0.0155	1	16.651	0.0171	1	1	2004-10-30T18:55:31
4574	4574	83.820533	-5.311406	2	0	05 35 16.928	-05 18 41.06	3A	       	25.0755	0	       	25.0063	0	       	21.808	0	22.3392	0.0399	1	19.7676	0.0252	1	1	2005-04-10T20:21:42
4574	4574	83.820533	-5.311406	2	0	05 35 16.928	-05 18 41.06	3B	       	25.2299	0	       	25.0901	0	       	21.6779	0	22.4564	0.0417	1	19.8893	0.0277	1	1	2005-04-09T14:39:33
4576	4576	83.820546	-5.349914	2	0	05 35 16.931	-05 20 59.69	56	21.21	0.0302	1	19.6711	0.0163	1	16.3535	0.043	1	15.8274	0.0026	2	14.6581	0.0025	2	1	2004-10-12T12:37:52
4576	4576	83.820546	-5.349914	2	0	05 35 16.931	-05 20 59.69	57	20.9259	0.0615	1	19.8019	0.0172	1	17.1869	0.0293	1	15.8924	0.0026	2	14.7375	0.0025	2	1	2004-10-30T18:55:31
4578	4578	83.82055	-5.372364	2	0	05 35 16.932	-05 22 20.51	56	       	23.8976	0	21.6289	0.0833	1	       	19.4174	4	17.265	0.012	2	15.7792	0.008	2	1	2004-10-12T12:37:52
4578	4578	83.82055	-5.372364	2	0	05 35 16.932	-05 22 20.51	57	       	23.5775	0	       	22.6839	0	       	18.4325	4	17.3227	0.0124	2	15.8178	0.0072	2	1	2004-10-30T18:55:31
4580	4580	83.820596	-5.429731	4	0	05 35 16.943	-05 25 47.03	0A	18.8531	0.0113	1	17.3081	0.0052	2	15.5723	0.0147	1	14.7564	       	3	13.7872	       	3	1	2005-04-06T06:40:56
4580	4580	83.820596	-5.429731	4	0	05 35 16.943	-05 25 47.03	0B	18.8703	0.0113	1	17.3093	0.0052	2	16.1786	0.0196	1	14.7794	       	3	13.8373	       	3	1	2005-04-07T02:48:40
4580	4580	83.8206	-5.429722	4	0	05 35 16.944	-05 25 47.00	19	19.4188	0.0169	1	17.4562	0.0062	2	16.4121	0.0231	1	14.9468	       	3	13.9213	       	3	1	2005-04-09T06:01:30
4580	4580	83.8206	-5.429722	4	0	05 35 16.944	-05 25 47.00	1A	19.9868	0.0201	1	17.6317	0.0072	2	16.2225	0.0213	1	14.9976	       	3	14.0037	       	3	1	2005-04-09T08:15:41
4584	4584	83.820646	-5.399869	2	0	05 35 16.955	-05 23 59.53	0A	       	22.0515	4	18.3655	0.2483	1	14.4635	0.1165	1	18.9091	0.0559	1	18.1864	0.0305	1	6	2005-04-06T06:40:56
4584	4584	83.820646	-5.399869	2	0	05 35 16.955	-05 23 59.53	0B	       	21.9989	4	18.432	0.2668	1	14.5097	0.1248	1	18.9393	0.059	1	16.9171	0.102	1	6	2005-04-07T02:48:40
4586	4586	83.820679	-5.380136	4	0	05 35 16.963	-05 22 48.49	9	19.6585	0.0253	1	16.4294	0.0123	1	12.1485	0.0099	2	15.3064	0.0048	2	14.6753	0.0058	2	6	2005-04-06T04:26:25
4586	4586	83.820679	-5.380136	4	0	05 35 16.963	-05 22 48.49	0A	17.7735	0.0127	1	16.4739	0.0127	1	12.2096	0.0063	2	15.3681	0.0052	2	14.7355	0.0057	2	6	2005-04-06T06:40:56
4586	4586	83.820671	-5.380147	4	0	05 35 16.961	-05 22 48.53	56	19.6266	0.0267	1	18.3839	0.0239	1	12.1911	0.006	2	15.3447	       	3	14.8356	       	3	6	2004-10-12T12:37:52
4586	4586	83.820671	-5.380147	4	0	05 35 16.961	-05 22 48.53	57	19.6301	0.0274	1	16.4871	0.0119	1	14.0299	0.017	1	15.4169	0.0052	2	14.7389	0.006	2	6	2004-10-30T18:55:31
4590	4590	83.820687	-5.358128	2	0	05 35 16.965	-05 21 29.26	56	       	24.1772	4	       	23.2723	4	       	19.6704	4	19.4822	0.0156	1	17.2075	0.0109	1	1	2004-10-12T12:37:52
4590	4590	83.820687	-5.358128	2	0	05 35 16.965	-05 21 29.26	57	       	24.074	4	       	23.3522	4	       	19.7183	4	19.38	0.0144	1	17.323	0.0107	1	1	2004-10-30T18:55:31
4592	4592	83.820692	-5.546214	2	1	05 35 16.966	-05 32 46.37	77	       	25.7857	4	23.4807	0.1317	1	       	21.8359	4	19.9972	0.0132	1	18.013	0.0046	1	1	2005-04-12T04:21:10
4592	4592	83.820692	-5.546214	2	1	05 35 16.966	-05 32 46.37	78	       	25.9427	4	24.0798	0.0609	1	21.1727	0.1783	1	19.7481	0.0075	1	18.1153	0.0049	1	1	2005-04-12T06:00:16
4594	4594	83.820721	-5.383567	4	0	05 35 16.973	-05 23 00.84	9	16.5841	0.0059	2	15.3848	       	3	13.1334	0.0105	2	14.1039	       	3	13.1417	       	3	6	2005-04-06T04:26:25
4594	4594	83.820721	-5.383567	4	0	05 35 16.973	-05 23 00.84	0A	16.7473	0.0044	2	15.4048	       	3	13.1872	0.0103	2	14.1189	       	3	13.1212	       	3	6	2005-04-06T06:40:56
4594	4594	83.820696	-5.383597	4	0	05 35 16.967	-05 23 00.95	56	16.7124	0.0034	2	15.3646	       	3	13.173	0.0106	2	14.0897	       	3	13.0308	       	3	6	2004-10-12T12:37:52
4594	4594	83.820696	-5.383597	4	0	05 35 16.967	-05 23 00.95	57	16.8557	0.0038	2	15.4264	       	3	13.3295	0.0106	2	14.1088	       	3	13.1444	       	3	6	2004-10-30T18:55:31
4598	4598	83.820704	-5.362567	2	0	05 35 16.969	-05 21 45.24	56	13.801	       	3	13.6624	       	3	11.0709	       	3	13.1916	       	3	12.2682	       	3	1	2004-10-12T12:37:52
4598	4598	83.820704	-5.362567	2	0	05 35 16.969	-05 21 45.24	57	13.9317	       	3	13.8331	       	3	11.094	       	3	13.3036	       	3	12.3132	       	3	1	2004-10-30T18:55:31
4600	4600	83.820725	-5.626261	2	0	05 35 16.974	-05 37 34.54	68	       	25.731	4	       	25.4086	4	       	22.3173	4	21.6716	0.0201	1	19.938	0.0143	1	1	2004-11-07T12:56:53
4600	4600	83.820725	-5.626261	2	0	05 35 16.974	-05 37 34.54	69	       	25.9626	4	       	25.7123	4	       	22.5672	4	21.7112	0.02	1	20.006	0.0146	1	1	2004-11-07T02:51:09
4602	4602	83.820733	-5.393581	5	0	05 35 16.976	-05 23 36.89	0A	15.9076	0.0045	2	14.7328	       	3	11.2161	       	3	14.0163	       	3	13.0601	       	3	6	2005-04-06T06:40:56
4602	4602	83.820733	-5.393581	5	0	05 35 16.976	-05 23 36.89	0B	16.1378	0.0043	2	14.8196	       	3	11.3097	       	3	14.0942	       	3	13.2144	       	3	6	2005-04-07T02:48:40
4602	4602	83.820721	-5.393619	5	0	05 35 16.973	-05 23 37.03	56	15.6176	       	3	14.6519	       	3	11.2418	       	3	13.9759	       	3	13.2435	       	3	6	2004-10-12T12:37:52
4602	4602	83.820721	-5.393619	5	0	05 35 16.973	-05 23 37.03	57	15.6098	0.0039	2	14.6968	       	3	11.3458	0.0031	2	14.0233	       	3	13.1085	       	3	6	2004-10-30T18:55:31
4602	4602	83.820733	-5.393581	5	0	05 35 16.976	-05 23 36.89	9	       	20.2612	0	       	18.8781	0	       	15.4845	0	       	19.1673	0	       	18.2524	0	0	2005-04-06T04:26:25
4607	4607	83.819817	-5.401158	2	0	05 35 16.756	-05 24 04.17	0A	15.2251	       	3	14.6149	       	3	12.3152	0.01	2	13.6251	       	3	12.6123	       	3	1	2005-04-06T06:40:56
4607	4607	83.819817	-5.401158	2	0	05 35 16.756	-05 24 04.17	0B	15.5758	       	3	14.8062	       	3	12.7406	0.0146	2	13.7703	       	3	12.7159	       	3	1	2005-04-07T02:48:40
4609	4609	83.820858	-5.292247	4	0	05 35 17.006	-05 17 32.09	3A	       	25.5154	0	       	25.3144	0	       	21.905	0	22.8583	0.0492	1	20.2186	0.0299	1	1	2005-04-10T20:21:42
4609	4609	83.820858	-5.292247	4	0	05 35 17.006	-05 17 32.09	3B	       	25.5577	0	       	25.3113	0	       	21.9381	0	23.4744	0.0765	1	20.2468	0.0328	1	1	2005-04-09T14:39:33
4609	4609	83.820837	-5.292261	4	0	05 35 17.001	-05 17 32.14	48	       	25.3401	0	       	25.3152	0	       	21.9313	0	22.4866	0.0757	1	20.1416	0.0207	1	1	2005-04-16T10:42:51
4609	4609	83.820837	-5.292261	4	0	05 35 17.001	-05 17 32.14	49	       	25.4183	0	       	25.2345	0	       	21.9185	0	22.9918	0.0551	1	20.1428	0.0184	1	1	2005-04-11T08:14:48
4613	4613	83.820879	-5.262292	2	0	05 35 17.011	-05 15 44.25	48	21.612	0.0204	1	19.569	0.0115	1	17.3017	0.0139	1	15.5445	0.0019	2	14.2824	0.0021	2	1	2005-04-16T10:42:51
4613	4613	83.820879	-5.262292	2	0	05 35 17.011	-05 15 44.25	49	21.669	0.0209	1	19.4916	0.0114	1	16.8296	0.0128	1	15.4442	0.0018	2	14.2286	0.0021	2	1	2005-04-11T08:14:48
4615	4615	83.82095	-5.336681	2	0	05 35 17.028	-05 20 12.05	3A	22.8105	0.1568	1	21.542	0.1026	1	       	19.4704	4	17.6132	0.0046	2	16.0825	0.0035	2	1	2005-04-10T20:21:42
4615	4615	83.82095	-5.336681	2	0	05 35 17.028	-05 20 12.05	3B	23.6378	0.1097	1	21.5698	0.1006	1	17.3939	0.0981	1	17.6372	0.005	2	16.1002	0.0035	2	1	2005-04-09T14:39:33
4617	4617	83.821037	-5.394342	4	0	05 35 17.049	-05 23 39.63	0A	17.4891	0.006	2	16.1906	0.006	2	13.0486	0.0063	2	14.3605	       	3	13.3163	       	3	6	2005-04-06T06:40:56
4617	4617	83.821037	-5.394342	4	0	05 35 17.049	-05 23 39.63	0B	17.5081	0.0068	2	16.2078	0.0062	2	13.0786	0.0058	2	14.383	       	3	13.3669	       	3	6	2005-04-07T02:48:40
4617	4617	83.821037	-5.394342	4	0	05 35 17.049	-05 23 39.63	57	17.4433	0.0107	2	16.2459	0.006	2	13.1263	0.0062	2	14.3917	       	3	13.472	       	3	6	2004-10-30T18:55:31
4617	4617	83.821037	-5.394342	4	0	05 35 17.049	-05 23 39.63	56	17.9277	       	3	17.1889	       	3	14.2045	       	3	16.0896	       	3	14.9806	       	3	6	2004-10-12T12:37:52
4621	4621	83.821058	-5.480353	1	0	05 35 17.054	-05 28 49.27	27	       	25.2497	0	       	24.9803	0	       	21.3739	0	21.5463	0.0216	1	19.5084	0.0149	1	1	2004-10-25T19:34:00
4622	4622	83.821062	-5.482806	2	0	05 35 17.055	-05 28 58.10	25	23.9049	0.0786	1	22.0482	0.0243	1	18.4384	0.0507	1	17.614	0.0028	2	16.151	0.0027	2	1	2004-10-25T14:08:34
4622	4622	83.821062	-5.482806	2	0	05 35 17.055	-05 28 58.10	27	24.1196	0.0893	1	22.3156	0.0264	1	19.0664	0.0294	1	18.6104	0.011	1	16.1868	0.0025	2	1	2004-10-25T19:34:00
4624	4624	83.821062	-5.356556	2	0	05 35 17.055	-05 21 23.60	56	21.8645	0.0387	1	20.2557	0.0204	1	17.8798	0.0383	1	16.3933	0.0029	2	15.2636	0.0028	2	1	2004-10-12T12:37:52
4624	4624	83.821062	-5.356556	2	0	05 35 17.055	-05 21 23.60	57	21.8682	0.0385	1	20.2869	0.0191	1	18.2097	0.0583	1	16.4543	0.0029	2	15.3472	0.0033	2	1	2004-10-30T18:55:31
4626	4626	83.820817	-5.375808	4	0	05 35 16.996	-05 22 32.91	0A	15.8495	       	3	15.1757	       	3	13.0269	0.0141	2	14.0786	       	3	13.0349	       	3	1	2005-04-06T06:40:56
4626	4626	83.820817	-5.375833	4	0	05 35 16.996	-05 22 33.00	56	15.8188	       	3	15.0476	       	3	12.9712	0.0131	2	13.9724	       	3	12.9563	       	3	1	2004-10-12T12:37:52
4626	4626	83.820817	-5.375833	4	0	05 35 16.996	-05 22 33.00	57	15.8177	       	3	15.0345	       	3	13.0346	0.0142	2	13.9667	       	3	12.9331	       	3	1	2004-10-30T18:55:31
4626	4626	83.820817	-5.375808	4	0	05 35 16.996	-05 22 32.91	9	15.8536	       	3	15.088	       	3	12.9629	0.0129	2	14.0308	       	3	13.0322	       	3	1	2005-04-06T04:26:25
4630	4630	83.821308	-5.380561	4	0	05 35 17.114	-05 22 50.02	9	19.2848	0.018	1	17.2924	0.0137	2	14.8866	0.045	1	14.816	       	3	13.8406	       	3	1	2005-04-06T04:26:25
4630	4630	83.821308	-5.380561	4	0	05 35 17.114	-05 22 50.02	0A	19.2455	0.0207	1	17.3498	0.0146	2	14.9285	0.0482	1	14.8782	       	3	13.8616	       	3	1	2005-04-06T06:40:56
4630	4630	83.821296	-5.380547	4	0	05 35 17.111	-05 22 49.97	56	19.1796	0.0173	1	17.3397	0.0173	2	14.7338	0.0489	1	14.8032	       	3	13.8505	       	3	1	2004-10-12T12:37:52
